Source,Target,Weight,Type
colette_-_Les_heures_longues,colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,5,undirected
colette_-_Les_heures_longues,hugo_-_Ruy_Blas_Drame,1,undirected
colette_-_Rêverie_de_Nouvel_An,colette_-_La_maison_de_Claudin,2,undirected
colette_-_Rêverie_de_Nouvel_An,colette_-_Les_heures_longues,1,undirected
colette_-_Rêverie_de_Nouvel_An,colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,3,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,colette_-_L'Ingénue_Libertine,1,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,colette_-_La_maison_de_Claudin,6,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,colette_-_Les_heures_longues,5,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,colette_-_Rêverie_de_Nouvel_An,3,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,hugo_-_Hernani,1,undirected
colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,hugo_-_Le_Roi_s'amuse,2,undirected
colette2hugo_para_29,colette_-_Barks_and_Purrs,1,undirected
colette2hugo_para_29,colette_-_La_maison_de_Claudin,2,undirected
colette2hugo_para_29,hugo_-_Hernani,1,undirected
colette2hugo_para_29,hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,3,undirected
hugo_-_Actes_et_Paroles__Volume_1,hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,4,undirected
hugo_-_Actes_et_Paroles__Volume_1,hugo_-_Actes_et_Paroles__Volume_3,5,undirected
hugo_-_Actes_et_Paroles__Volume_1,hugo_-_Littérature_et_Philosophie_mêlées,1,undirected
hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,hugo_-_Actes_et_Paroles__Volume_1,4,undirected
hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,hugo_-_Actes_et_Paroles__Volume_3,6,undirected
hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_Actes_et_Paroles__Volume_3,hugo_-_Actes_et_Paroles__Volume_1,5,undirected
hugo_-_Actes_et_Paroles__Volume_3,hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,6,undirected
hugo_-_Actes_et_Paroles__Volume_3,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_Bug-Jargal,hugo_-_Han_d'Islande,6,undirected
hugo_-_Bug-Jargal,hugo_-_Le_Dernier_Jour_d'un_Condamné,2,undirected
hugo_-_Bug-Jargal,hugo_-_Notre-Dame_de_Paris,2,undirected
hugo_-_Bug-Jargal,hugo_-_Notre-Dame_de_Paris_-_Tome_2,1,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_I_Fantine,2,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_III_Marius,3,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_V_Jean_Valjean,1,undirected
hugo_-_Han_d'Islande,hugo_-_Bug-Jargal,6,undirected
hugo_-_Han_d'Islande,hugo_-_Notre-Dame_de_Paris,2,undirected
hugo_-_Han_d'Islande,hugo_-_Notre-Dame_de_Paris_-_Tome_2,1,undirected
hugo_-_Han_d'Islande,hugo_-_Ruy_Blas_Drame,2,undirected
hugo_-_Hernani,colette_-_Barks_and_Purrs,2,undirected
hugo_-_Hernani,colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,1,undirected
hugo_-_Hernani,colette2hugo_para_29,1,undirected
hugo_-_Hernani,hugo_-_La_Esmeralda,4,undirected
hugo_-_Hernani,hugo_-_Ruy_Blas_Drame,2,undirected
hugo_-_Hernani,hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,3,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_misérables_Tome_II__Cosette,3,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_Travailleurs_de_la_mer,3,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Napoléon_Le_Petit,2,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Post-scriptum_de_ma_vie,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Quatrevingt_Treize,6,undirected
hugo_-_La_Esmeralda,hugo_-_Hernani,4,undirected
hugo_-_La_Esmeralda,hugo_-_Le_Roi_s'amuse,2,undirected
hugo_-_La_Esmeralda,hugo_-_Ruy_Blas_Drame,3,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,hugo_-_Bug-Jargal,2,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,hugo_-_Notre-Dame_de_Paris_-_Tome_2,1,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,hugo_-_Ruy_Blas_Drame,3,undirected
hugo_-_Le_Rhin__Tome_I,hugo_-_Le_Rhin__Tome_III,6,undirected
hugo_-_Le_Rhin__Tome_I,hugo_-_Le_Rhin__Tome_IV,5,undirected
hugo_-_Le_Rhin__Tome_I,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Le_Rhin__Tome_II,hugo_-_Notre-Dame_de_Paris,3,undirected
hugo_-_Le_Rhin__Tome_II,hugo_-_Notre-Dame_de_Paris_-_Tome_2,2,undirected
hugo_-_Le_Rhin__Tome_II,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Le_Rhin__Tome_III,hugo_-_Le_Rhin__Tome_I,6,undirected
hugo_-_Le_Rhin__Tome_III,hugo_-_Le_Rhin__Tome_IV,3,undirected
hugo_-_Le_Rhin__Tome_III,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Le_Rhin__Tome_III,hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,1,undirected
hugo_-_Le_Rhin__Tome_IV,hugo_-_Le_Rhin__Tome_I,5,undirected
hugo_-_Le_Rhin__Tome_IV,hugo_-_Le_Rhin__Tome_III,3,undirected
hugo_-_Le_Rhin__Tome_IV,hugo_-_Napoléon_Le_Petit,2,undirected
hugo_-_Le_Roi_s'amuse,colette_-_Sido_suivi_de_Les_vrilles_de_la_vigne,2,undirected
hugo_-_Le_Roi_s'amuse,hugo_-_La_Esmeralda,2,undirected
hugo_-_Le_Roi_s'amuse,hugo_-_Notre-Dame_de_Paris_-_Tome_2,1,undirected
hugo_-_Le_Roi_s'amuse,hugo_-_Ruy_Blas_Drame,6,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Claude_Gueux,2,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_III_Marius,5,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_V_Jean_Valjean,6,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Notre-Dame_de_Paris_-_Tome_2,1,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_L'homme_Qui_Rit,3,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_misérables_Tome_III_Marius,2,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,6,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_Travailleurs_de_la_mer,2,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Claude_Gueux,3,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_I_Fantine,5,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_II__Cosette,2,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,4,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_V_Jean_Valjean,3,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Notre-Dame_de_Paris,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_L'homme_Qui_Rit,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_I_Fantine,2,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_II__Cosette,6,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_III_Marius,4,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_V_Jean_Valjean,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_Travailleurs_de_la_mer,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Littérature_et_Philosophie_mêlées,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Notre-Dame_de_Paris,2,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Notre-Dame_de_Paris_-_Tome_2,2,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Quatrevingt_Treize,2,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Claude_Gueux,1,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_I_Fantine,6,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_III_Marius,3,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_L'homme_Qui_Rit,3,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_Les_misérables_Tome_II__Cosette,2,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Littérature_et_Philosophie_mêlées,hugo_-_Actes_et_Paroles__Volume_1,1,undirected
hugo_-_Littérature_et_Philosophie_mêlées,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Littérature_et_Philosophie_mêlées,hugo_-_Napoléon_Le_Petit,2,undirected
hugo_-_Littérature_et_Philosophie_mêlées,hugo_-_Post-scriptum_de_ma_vie,5,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Actes_et_Paroles__Volume_2_Pendant_l'exil,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Actes_et_Paroles__Volume_3,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_L'homme_Qui_Rit,2,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Le_Rhin__Tome_IV,2,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Littérature_et_Philosophie_mêlées,2,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Post-scriptum_de_ma_vie,4,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Quatrevingt_Treize,3,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Bug-Jargal,2,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Han_d'Islande,2,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Le_Rhin__Tome_II,3,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Les_misérables_Tome_III_Marius,1,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Notre-Dame_de_Paris_-_Tome_2,6,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Bug-Jargal,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Han_d'Islande,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Le_Dernier_Jour_d'un_Condamné,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Le_Rhin__Tome_II,2,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Le_Roi_s'amuse,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Les_misérables_Tome_I_Fantine,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Notre-Dame_de_Paris,6,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_L'homme_Qui_Rit,1,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_Littérature_et_Philosophie_mêlées,5,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_Napoléon_Le_Petit,4,undirected
hugo_-_Quatrevingt_Treize,hugo_-_L'homme_Qui_Rit,6,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Le_Rhin__Tome_I,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Le_Rhin__Tome_II,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Le_Rhin__Tome_III,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Les_misérables_Tome_II__Cosette,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Napoléon_Le_Petit,3,undirected
hugo_-_Ruy_Blas_Drame,colette_-_Les_heures_longues,1,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Han_d'Islande,2,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Hernani,2,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_La_Esmeralda,3,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Le_Dernier_Jour_d'un_Condamné,3,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Le_Roi_s'amuse,6,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,colette_-_Barks_and_Purrs,5,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,colette2hugo_para_29,3,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,hugo_-_Hernani,3,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,hugo_-_Le_Rhin__Tome_III,1,undirected
