Source,Target,Weight,Type
dumas_-_Les_mille_et_un_fantômes,dumas_-_La_dame_de_Monsoreau_—__Tome_1.,1,undirected
dumas_-_Les_mille_et_un_fantômes,dumas_-_Le_comte_de_Monte-Cristo,_Tome_IV,2,undirected
dumas_-_Les_mille_et_un_fantômes,dumas_-_Pauline_et_Pascal_Bruno,6,undirected
dumas_-_Les_mille_et_un_fantômes,hugo_-_Le_Dernier_Jour_d'un_Condamné,3,undirected
dumas_-_Les_mille_et_un_fantômes,hugo_-_Ruy_Blas_Drame,3,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_Henri_III_et_sa_Cour,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_La_dame_de_Monsoreau_—_Tome_2.,5,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_La_dame_de_Monsoreau_—_Tome_3.,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_Le_comte_de_Monte-Cristo,_Tome_III,3,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_Le_vicomte_de_Bragelonne,_Tome_II.,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,dumas_-_Les_quarante-cinq_—_Tome_2,5,undirected
dumas_-_Les_quarante-cinq_—_Tome_1,hugo_-_Le_Roi_s'amuse,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_La_dame_de_Monsoreau_—__Tome_1.,2,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Le_Collier_de_la_Reine,_Tome_I,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Le_comte_de_Monte-Cristo,_Tome_Il,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Le_vicomte_de_Bragelonne,_Tome_I.,2,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Le_vicomte_de_Bragelonne,_Tome_II.,3,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Le_vicomte_de_Bragelonne,_Tome_IV.,2,undirected
dumas_-_Les_quarante-cinq_—_Tome_2,dumas_-_Les_quarante-cinq_—_Tome_1,5,undirected
dumas_-_Les_quarante-cinq_—_Tome_3,dumas_-_La_tulipe_noire,2,undirected
dumas_-_Les_quarante-cinq_—_Tome_3,dumas_-_Le_chevalier_de_Maison-Rouge,4,undirected
dumas_-_Les_quarante-cinq_—_Tome_3,dumas_-_Les_trois_mousquetaires,1,undirected
dumas_-_Les_quarante-cinq_—_Tome_3,dumas_-_The_Count_of_Monte_Cristo,4,undirected
dumas_-_Les_quarante-cinq_—_Tome_3,hugo_-_Han_d'Islande,3,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_La_reine_Margot_-_Tome_I,1,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_Le_chevalier_d'Harmental,3,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_Le_comte_de_Monte-Cristo,_Tome_Il,4,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_Le_comte_de_Monte-Cristo,_Tome_IV,2,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_Les_quarante-cinq_—_Tome_3,1,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_The_Count_of_Monte_Cristo,5,undirected
dumas_-_Les_trois_mousquetaires,dumas_-_Vingt_ans_après,6,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_1,dumas_-_Le_Capitaine_Aréna_—_Tome_2,1,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_1,dumas_-_Le_corricolo,2,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_1,dumas_-_Mémoires_de_Garibaldi,_tome_2,6,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_2,dumas_-_La_San-Felice,_Tome_05,1,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_2,dumas_-_Le_Capitaine_Aréna_—_Tome_2,2,undirected
dumas_-_Mémoires_de_Garibaldi,_tome_2,dumas_-_Mémoires_de_Garibaldi,_tome_1,6,undirected
dumas_-_Pauline_et_Pascal_Bruno,dumas_-_Gabriel_Lambert,2,undirected
dumas_-_Pauline_et_Pascal_Bruno,dumas_-_Le_capitaine_Paul,3,undirected
dumas_-_Pauline_et_Pascal_Bruno,dumas_-_Le_corricolo,1,undirected
dumas_-_Pauline_et_Pascal_Bruno,dumas_-_Les_mille_et_un_fantômes,6,undirected
dumas_-_Pauline_et_Pascal_Bruno,hugo_-_Bug-Jargal,2,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_La_femme_au_collier_de_velours,1,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_La_tulipe_noire,3,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_Le_capitaine_Paul,2,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_Le_chevalier_d'Harmental,2,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_Le_comte_de_Monte-Cristo,_Tome_IV,2,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_Les_quarante-cinq_—_Tome_3,4,undirected
dumas_-_The_Count_of_Monte_Cristo,dumas_-_Les_trois_mousquetaires,5,undirected
dumas_-_Vingt_ans_après,dumas_-_La_dame_de_Monsoreau_—_Tome_2.,1,undirected
dumas_-_Vingt_ans_après,dumas_-_Le_comte_de_Monte-Cristo,_Tome_Il,4,undirected
dumas_-_Vingt_ans_après,dumas_-_Les_trois_mousquetaires,6,undirected
dumas2hugo_para_5,verne_-_L'archipel en feu,2,undirected
dumas2hugo_para_5,verne_-_Les grands navigateurs du XVIIIe siècle,3,undirected
dumas2hugo_para_5,zola_-_La Curée,1,undirected
hugo_-_Actes_et_Paroles,_Volume_1,hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,4,undirected
hugo_-_Actes_et_Paroles,_Volume_1,hugo_-_Actes_et_Paroles,_Volume_3,5,undirected
hugo_-_Actes_et_Paroles,_Volume_1,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,hugo_-_Actes_et_Paroles,_Volume_1,4,undirected
hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,hugo_-_Actes_et_Paroles,_Volume_3,6,undirected
hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_Actes_et_Paroles,_Volume_3,hugo_-_Actes_et_Paroles,_Volume_1,5,undirected
hugo_-_Actes_et_Paroles,_Volume_3,hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,6,undirected
hugo_-_Actes_et_Paroles,_Volume_3,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_Bug-Jargal,dumas_-_Gabriel_Lambert,1,undirected
hugo_-_Bug-Jargal,dumas_-_Pauline_et_Pascal_Bruno,2,undirected
hugo_-_Bug-Jargal,hugo_-_Han_d'Islande,4,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_I_Fantine,2,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_III_Marius,3,undirected
hugo_-_Claude_Gueux,hugo_-_Les_misérables_Tome_V_Jean_Valjean,1,undirected
hugo_-_Han_d'Islande,dumas_-_Gabriel_Lambert,1,undirected
hugo_-_Han_d'Islande,dumas_-_Le_capitaine_Paul,2,undirected
hugo_-_Han_d'Islande,dumas_-_Les_quarante-cinq_—_Tome_3,3,undirected
hugo_-_Han_d'Islande,hugo_-_Bug-Jargal,4,undirected
hugo_-_Hernani,daudet_-_Le_Petit_Chose,6,undirected
hugo_-_Hernani,hugo_-_La_Esmeralda,4,undirected
hugo_-_Hernani,hugo_-_Ruy_Blas_Drame,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_misérables_Tome_II__Cosette,3,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Les_Travailleurs_de_la_mer,2,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Napoléon_Le_Petit,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Post-scriptum_de_ma_vie,1,undirected
hugo_-_L'homme_Qui_Rit,hugo_-_Quatrevingt_Treize,6,undirected
hugo_-_La_Esmeralda,hugo_-_Hernani,4,undirected
hugo_-_La_Esmeralda,hugo_-_Le_Roi_s'amuse,1,undirected
hugo_-_La_Esmeralda,hugo_-_Ruy_Blas_Drame,3,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,dumas_-_Les_mille_et_un_fantômes,3,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,hugo_-_Ruy_Blas_Drame,1,undirected
hugo_-_Le_Dernier_Jour_d'un_Condamné,maupassant_-_Le_Horla,2,undirected
hugo_-_Le_Rhin,_Tome_I,daudet_-_Lettres_de_mon_moulin,2,undirected
hugo_-_Le_Rhin,_Tome_I,hugo_-_Le_Rhin,_Tome_II,1,undirected
hugo_-_Le_Rhin,_Tome_I,hugo_-_Le_Rhin,_Tome_III,6,undirected
hugo_-_Le_Rhin,_Tome_I,hugo_-_Le_Rhin,_Tome_IV,1,undirected
hugo_-_Le_Rhin,_Tome_II,hugo_-_Le_Rhin,_Tome_I,1,undirected
hugo_-_Le_Rhin,_Tome_II,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Le_Rhin,_Tome_II,hugo_-_Notre-Dame_de_Paris,3,undirected
hugo_-_Le_Rhin,_Tome_II,hugo_-_Notre-Dame_de_Paris_-_Tome_2,2,undirected
hugo_-_Le_Rhin,_Tome_III,daudet_-_Lettres_de_mon_moulin,2,undirected
hugo_-_Le_Rhin,_Tome_III,hugo_-_Le_Rhin,_Tome_I,6,undirected
hugo_-_Le_Rhin,_Tome_III,hugo_-_Le_Rhin,_Tome_IV,3,undirected
hugo_-_Le_Rhin,_Tome_III,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Le_Rhin,_Tome_IV,hugo_-_Le_Rhin,_Tome_I,1,undirected
hugo_-_Le_Rhin,_Tome_IV,hugo_-_Le_Rhin,_Tome_III,3,undirected
hugo_-_Le_Rhin,_Tome_IV,hugo_-_Napoléon_Le_Petit,2,undirected
hugo_-_Le_Roi_s'amuse,dumas_-_La_dame_de_Monsoreau_—__Tome_1.,2,undirected
hugo_-_Le_Roi_s'amuse,dumas_-_Les_quarante-cinq_—_Tome_1,1,undirected
hugo_-_Le_Roi_s'amuse,hugo_-_La_Esmeralda,1,undirected
hugo_-_Le_Roi_s'amuse,hugo_-_Ruy_Blas_Drame,3,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Claude_Gueux,2,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_III_Marius,6,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Les_misérables_Tome_I_Fantine,hugo_-_Les_misérables_Tome_V_Jean_Valjean,5,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_L'homme_Qui_Rit,3,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_misérables_Tome_III_Marius,2,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,6,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Les_Travailleurs_de_la_mer,3,undirected
hugo_-_Les_misérables_Tome_II__Cosette,hugo_-_Quatrevingt_Treize,2,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Claude_Gueux,3,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_I_Fantine,6,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_II__Cosette,2,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,3,undirected
hugo_-_Les_misérables_Tome_III_Marius,hugo_-_Les_misérables_Tome_V_Jean_Valjean,4,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_L'homme_Qui_Rit,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Le_Rhin,_Tome_II,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_I_Fantine,2,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_II__Cosette,6,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_III_Marius,3,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_misérables_Tome_V_Jean_Valjean,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Les_Travailleurs_de_la_mer,1,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Notre-Dame_de_Paris_-_Tome_2,2,undirected
hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,hugo_-_Quatrevingt_Treize,1,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Claude_Gueux,1,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_I_Fantine,5,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_III_Marius,4,undirected
hugo_-_Les_misérables_Tome_V_Jean_Valjean,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_L'homme_Qui_Rit,2,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_Les_misérables_Tome_II__Cosette,3,undirected
hugo_-_Les_Travailleurs_de_la_mer,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Littérature_et_Philosophie_mêlées,dumas_-_Le_corricolo,1,undirected
hugo_-_Littérature_et_Philosophie_mêlées,dumas_-_Les_Femmes_qui_tuent_et_les_Femmes_qui_votent,3,undirected
hugo_-_Littérature_et_Philosophie_mêlées,hugo_-_Post-scriptum_de_ma_vie,2,undirected
hugo_-_Littérature_et_Philosophie_mêlées,verne_-_Les Cinq Cents Millions De La Bégum,2,undirected
hugo_-_Littérature_et_Philosophie_mêlées,zola_-_Ed. Manet,2,undirected
hugo_-_Littérature_et_Philosophie_mêlées,zola_-_La vérité en marche,2,undirected
hugo_-_Littérature_et_Philosophie_mêlées,zola_-_Le Naturalisme au théâtre, les théories et les exemples,6,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Actes_et_Paroles,_Volume_1,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Actes_et_Paroles,_Volume_3,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_L'homme_Qui_Rit,1,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Le_Rhin,_Tome_IV,2,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Post-scriptum_de_ma_vie,5,undirected
hugo_-_Napoléon_Le_Petit,hugo_-_Quatrevingt_Treize,3,undirected
hugo_-_Notre-Dame_de_Paris,dumas_-_La_femme_au_collier_de_velours,3,undirected
hugo_-_Notre-Dame_de_Paris,dumas_-_Le_corricolo,2,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Le_Rhin,_Tome_II,3,undirected
hugo_-_Notre-Dame_de_Paris,hugo_-_Notre-Dame_de_Paris_-_Tome_2,6,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,dumas_-_La_femme_au_collier_de_velours,1,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Le_Rhin,_Tome_II,2,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,2,undirected
hugo_-_Notre-Dame_de_Paris_-_Tome_2,hugo_-_Notre-Dame_de_Paris,6,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_L'homme_Qui_Rit,1,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_Littérature_et_Philosophie_mêlées,2,undirected
hugo_-_Post-scriptum_de_ma_vie,hugo_-_Napoléon_Le_Petit,5,undirected
hugo_-_Quatrevingt_Treize,hugo_-_L'homme_Qui_Rit,6,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Le_Rhin,_Tome_III,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Les_misérables_Tome_II__Cosette,2,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis,1,undirected
hugo_-_Quatrevingt_Treize,hugo_-_Napoléon_Le_Petit,3,undirected
hugo_-_runner.sh,colette_-_Barks_and_Purrs,6,undirected
hugo_-_runner.sh,daudet_-_Le_Petit_Chose,1,undirected
hugo_-_runner.sh,hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,1,undirected
hugo_-_runner.sh,verne_-_Les grands navigateurs du XVIIIe siècle,5,undirected
hugo_-_Ruy_Blas_Drame,dumas_-_La_dame_de_Monsoreau_—__Tome_1.,1,undirected
hugo_-_Ruy_Blas_Drame,dumas_-_Les_mille_et_un_fantômes,3,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Hernani,1,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_La_Esmeralda,3,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Le_Dernier_Jour_d'un_Condamné,1,undirected
hugo_-_Ruy_Blas_Drame,hugo_-_Le_Roi_s'amuse,3,undirected
hugo_-_Ruy_Blas_Drame,maupassant_-_Le_Horla,2,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,daudet_-_Le_Petit_Chose,2,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,hugo_-_runner.sh,1,undirected
hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques,verne_-_Les grands navigateurs du XVIIIe siècle,5,undirected
maupassant_-_Boule_de_Suif,maupassant_-_Contes_de_la_Becasse,2,undirected
maupassant_-_Boule_de_Suif,maupassant_-_La_Femme_de_Paul,1,undirected
maupassant_-_Boule_de_Suif,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,3,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Contes_de_la_Becasse,6,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Contes_du_jour_et_de_la_nuit,4,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Guy_de_Maupassant,1,undirected
maupassant_-_Claire_de_Lune,maupassant_-_La_Main_Gauche,2,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,2,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,4,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,2,undirected
maupassant_-_Claire_de_Lune,maupassant_-_Une_vie,2,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Boule_de_Suif,2,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Claire_de_Lune,6,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Contes_du_jour_et_de_la_nuit,3,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Guy_de_Maupassant,2,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_La_Femme_de_Paul,3,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,1,undirected
maupassant_-_Contes_de_la_Becasse,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,5,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_Claire_de_Lune,4,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_Contes_de_la_Becasse,3,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_Guy_de_Maupassant,3,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_L'inutile_beauté,1,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,2,undirected
maupassant_-_Contes_du_jour_et_de_la_nuit,maupassant_-_Pierre_et_Jean,2,undirected
maupassant_-_Fort_comme_la_mort,maupassant_-_L'inutile_beauté,2,undirected
maupassant_-_Fort_comme_la_mort,maupassant_-_Pierre_et_Jean,6,undirected
maupassant_-_Fort_comme_la_mort,zola_-_Pot-Bouille,1,undirected
maupassant_-_Guy_de_Maupassant,maupassant_-_Claire_de_Lune,1,undirected
maupassant_-_Guy_de_Maupassant,maupassant_-_Contes_de_la_Becasse,2,undirected
maupassant_-_Guy_de_Maupassant,maupassant_-_Contes_du_jour_et_de_la_nuit,3,undirected
maupassant_-_L'inutile_beauté,maupassant_-_Contes_du_jour_et_de_la_nuit,1,undirected
maupassant_-_L'inutile_beauté,maupassant_-_Fort_comme_la_mort,2,undirected
maupassant_-_L'inutile_beauté,maupassant_-_Le_Horla,5,undirected
maupassant_-_L'inutile_beauté,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,2,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_Boule_de_Suif,1,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_Contes_de_la_Becasse,3,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_La_Main_Gauche,3,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_Le_Horla,3,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,1,undirected
maupassant_-_La_Femme_de_Paul,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,2,undirected
maupassant_-_La_Main_Gauche,maupassant_-_Claire_de_Lune,2,undirected
maupassant_-_La_Main_Gauche,maupassant_-_La_Femme_de_Paul,3,undirected
maupassant_-_La_Main_Gauche,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,1,undirected
maupassant_-_La_Maison_Tellier,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,6,undirected
maupassant_-_La_Maison_Tellier,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,2,undirected
maupassant_-_La_Maison_Tellier,maupassant_-_Une_vie,2,undirected
maupassant_-_Le_Horla,hugo_-_Le_Dernier_Jour_d'un_Condamné,2,undirected
maupassant_-_Le_Horla,hugo_-_Ruy_Blas_Drame,2,undirected
maupassant_-_Le_Horla,maupassant_-_L'inutile_beauté,5,undirected
maupassant_-_Le_Horla,maupassant_-_La_Femme_de_Paul,3,undirected
maupassant_-_Le_Horla,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_Claire_de_Lune,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_Contes_de_la_Becasse,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_La_Femme_de_Paul,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_La_Main_Gauche,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_La_Maison_Tellier,6,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_Boule_de_Suif,3,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_Claire_de_Lune,4,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_Contes_de_la_Becasse,5,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_Contes_du_jour_et_de_la_nuit,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_L'inutile_beauté,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_La_Femme_de_Paul,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,maupassant_-_Le_Horla,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_04,zola_-_Contes à Ninon,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,maupassant_-_Claire_de_Lune,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,maupassant_-_La_Maison_Tellier,2,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_03,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,maupassant_-_Pierre_et_Jean,1,undirected
maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,maupassant_-_Une_vie,6,undirected
maupassant_-_Pierre_et_Jean,maupassant_-_Contes_du_jour_et_de_la_nuit,2,undirected
maupassant_-_Pierre_et_Jean,maupassant_-_Fort_comme_la_mort,6,undirected
maupassant_-_Pierre_et_Jean,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,1,undirected
maupassant_-_Une_vie,maupassant_-_Claire_de_Lune,2,undirected
maupassant_-_Une_vie,maupassant_-_La_Maison_Tellier,2,undirected
maupassant_-_Une_vie,maupassant_-_Œuvres_complètes_de_Guy_de_Maupassant_-_volume_05,6,undirected
maupassant_-_Une_vie,zola_-_Thérèse Raquin,1,undirected
verne_-_Autour de la lune,verne_-_De la terre à la lune,2,undirected
verne_-_Autour de la lune,verne_-_L'île à hélice,1,undirected
verne_-_Autour de la lune,verne_-_L'île mystérieuse,3,undirected
verne_-_Autour de la lune,verne_-_Les enfants du capitaine Grant,2,undirected
verne_-_Autour de la lune,verne_-_Sans dessus dessous,2,undirected
verne_-_Aventures du Capitaine Hatteras,verne_-_De la terre à la lune,2,undirected
verne_-_Aventures du Capitaine Hatteras,verne_-_L'île mystérieuse,1,undirected
verne_-_Aventures du Capitaine Hatteras,verne_-_La maison à vapeur,2,undirected
verne_-_Aventures du Capitaine Hatteras,verne_-_Le Docteur Ox,1,undirected
verne_-_Aventures du Capitaine Hatteras,verne_-_Les enfants du capitaine Grant,5,undirected
